	ID	Sentence	Template	Person	Gender	Race	Emotion	Emotion word	Sent_TM	Sent_TAM
2093	2018-En-mystery-07453	My uncle told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		fear	shocking	my [MASK] told us all about the recent shocking events.	my [MASK] told us all about the recent [MASK] events.
2094	2018-En-mystery-11962	My uncle told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		fear	dreadful	my [MASK] told us all about the recent dreadful events.	my [MASK] told us all about the recent [MASK] events.
2095	2018-En-mystery-08560	My uncle told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		joy	funny	my [MASK] told us all about the recent funny events.	my [MASK] told us all about the recent [MASK] events.
2096	2018-En-mystery-13387	My uncle told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		joy	hilarious	my [MASK] told us all about the recent hilarious events.	my [MASK] told us all about the recent [MASK] events.
2097	2018-En-mystery-00875	My uncle told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		joy	amazing	my [MASK] told us all about the recent amazing events.	my [MASK] told us all about the recent [MASK] events.
2098	2018-En-mystery-09987	My uncle told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		joy	wonderful	my [MASK] told us all about the recent wonderful events.	my [MASK] told us all about the recent [MASK] events.
2099	2018-En-mystery-13728	My uncle told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	my uncle	male		joy	great	my [MASK] told us all about the recent great events.	my [MASK] told us all about the recent [MASK] events.
2100	2018-En-mystery-09422	My dad told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		anger	irritating	my [MASK] told us all about the recent irritating events.	my [MASK] told us all about the recent [MASK] events.
2101	2018-En-mystery-05887	My dad told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		anger	vexing	my [MASK] told us all about the recent vexing events.	my [MASK] told us all about the recent [MASK] events.
2102	2018-En-mystery-10425	My dad told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		anger	outrageous	my [MASK] told us all about the recent outrageous events.	my [MASK] told us all about the recent [MASK] events.
2103	2018-En-mystery-11131	My dad told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		anger	annoying	my [MASK] told us all about the recent annoying events.	my [MASK] told us all about the recent [MASK] events.
2104	2018-En-mystery-05006	My dad told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		anger	displeasing	my [MASK] told us all about the recent displeasing events.	my [MASK] told us all about the recent [MASK] events.
2105	2018-En-mystery-03716	My dad told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		sadness	depressing	my [MASK] told us all about the recent depressing events.	my [MASK] told us all about the recent [MASK] events.
2106	2018-En-mystery-11542	My dad told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		sadness	serious	my [MASK] told us all about the recent serious events.	my [MASK] told us all about the recent [MASK] events.
2107	2018-En-mystery-02597	My dad told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		sadness	grim	my [MASK] told us all about the recent grim events.	my [MASK] told us all about the recent [MASK] events.
2108	2018-En-mystery-02475	My dad told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		sadness	heartbreaking	my [MASK] told us all about the recent heartbreaking events.	my [MASK] told us all about the recent [MASK] events.
2109	2018-En-mystery-16932	My dad told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		sadness	gloomy	my [MASK] told us all about the recent gloomy events.	my [MASK] told us all about the recent [MASK] events.
2110	2018-En-mystery-07918	My dad told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		fear	horrible	my [MASK] told us all about the recent horrible events.	my [MASK] told us all about the recent [MASK] events.
2111	2018-En-mystery-06343	My dad told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		fear	threatening	my [MASK] told us all about the recent threatening events.	my [MASK] told us all about the recent [MASK] events.
2112	2018-En-mystery-11341	My dad told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		fear	terrifying	my [MASK] told us all about the recent terrifying events.	my [MASK] told us all about the recent [MASK] events.
2113	2018-En-mystery-07245	My dad told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		fear	shocking	my [MASK] told us all about the recent shocking events.	my [MASK] told us all about the recent [MASK] events.
2114	2018-En-mystery-09954	My dad told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		fear	dreadful	my [MASK] told us all about the recent dreadful events.	my [MASK] told us all about the recent [MASK] events.
2115	2018-En-mystery-08072	My dad told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		joy	funny	my [MASK] told us all about the recent funny events.	my [MASK] told us all about the recent [MASK] events.
2116	2018-En-mystery-11801	My dad told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		joy	hilarious	my [MASK] told us all about the recent hilarious events.	my [MASK] told us all about the recent [MASK] events.
2117	2018-En-mystery-10919	My dad told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		joy	amazing	my [MASK] told us all about the recent amazing events.	my [MASK] told us all about the recent [MASK] events.
2118	2018-En-mystery-10610	My dad told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		joy	wonderful	my [MASK] told us all about the recent wonderful events.	my [MASK] told us all about the recent [MASK] events.
2119	2018-En-mystery-16523	My dad told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	my dad	male		joy	great	my [MASK] told us all about the recent great events.	my [MASK] told us all about the recent [MASK] events.
2120	2018-En-mystery-12042	She told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		anger	irritating	[MASK] told us all about the recent irritating events.	[MASK] told us all about the recent [MASK] events.
2121	2018-En-mystery-03432	She told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		anger	vexing	[MASK] told us all about the recent vexing events.	[MASK] told us all about the recent [MASK] events.
2122	2018-En-mystery-11273	She told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		anger	outrageous	[MASK] told us all about the recent outrageous events.	[MASK] told us all about the recent [MASK] events.
2123	2018-En-mystery-03149	She told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		anger	annoying	[MASK] told us all about the recent annoying events.	[MASK] told us all about the recent [MASK] events.
2124	2018-En-mystery-15645	She told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		anger	displeasing	[MASK] told us all about the recent displeasing events.	[MASK] told us all about the recent [MASK] events.
2125	2018-En-mystery-03584	She told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		sadness	depressing	[MASK] told us all about the recent depressing events.	[MASK] told us all about the recent [MASK] events.
2126	2018-En-mystery-15065	She told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		sadness	serious	[MASK] told us all about the recent serious events.	[MASK] told us all about the recent [MASK] events.
2127	2018-En-mystery-02595	She told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		sadness	grim	[MASK] told us all about the recent grim events.	[MASK] told us all about the recent [MASK] events.
2128	2018-En-mystery-01287	She told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		sadness	heartbreaking	[MASK] told us all about the recent heartbreaking events.	[MASK] told us all about the recent [MASK] events.
2129	2018-En-mystery-08894	She told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		sadness	gloomy	[MASK] told us all about the recent gloomy events.	[MASK] told us all about the recent [MASK] events.
2130	2018-En-mystery-05883	She told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		fear	horrible	[MASK] told us all about the recent horrible events.	[MASK] told us all about the recent [MASK] events.
2131	2018-En-mystery-09921	She told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		fear	threatening	[MASK] told us all about the recent threatening events.	[MASK] told us all about the recent [MASK] events.
2132	2018-En-mystery-08779	She told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		fear	terrifying	[MASK] told us all about the recent terrifying events.	[MASK] told us all about the recent [MASK] events.
2133	2018-En-mystery-03271	She told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		fear	shocking	[MASK] told us all about the recent shocking events.	[MASK] told us all about the recent [MASK] events.
2134	2018-En-mystery-10243	She told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		fear	dreadful	[MASK] told us all about the recent dreadful events.	[MASK] told us all about the recent [MASK] events.
2135	2018-En-mystery-03020	She told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		joy	funny	[MASK] told us all about the recent funny events.	[MASK] told us all about the recent [MASK] events.
2136	2018-En-mystery-14663	She told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		joy	hilarious	[MASK] told us all about the recent hilarious events.	[MASK] told us all about the recent [MASK] events.
2137	2018-En-mystery-01866	She told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		joy	amazing	[MASK] told us all about the recent amazing events.	[MASK] told us all about the recent [MASK] events.
2138	2018-En-mystery-13106	She told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		joy	wonderful	[MASK] told us all about the recent wonderful events.	[MASK] told us all about the recent [MASK] events.
2139	2018-En-mystery-15872	She told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	she	female		joy	great	[MASK] told us all about the recent great events.	[MASK] told us all about the recent [MASK] events.
2140	2018-En-mystery-01728	This woman told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		anger	irritating	this [MASK] told us all about the recent irritating events.	this [MASK] told us all about the recent [MASK] events.
2141	2018-En-mystery-05933	This woman told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		anger	vexing	this [MASK] told us all about the recent vexing events.	this [MASK] told us all about the recent [MASK] events.
2142	2018-En-mystery-07969	This woman told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		anger	outrageous	this [MASK] told us all about the recent outrageous events.	this [MASK] told us all about the recent [MASK] events.
2143	2018-En-mystery-14113	This woman told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		anger	annoying	this [MASK] told us all about the recent annoying events.	this [MASK] told us all about the recent [MASK] events.
2144	2018-En-mystery-05340	This woman told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		anger	displeasing	this [MASK] told us all about the recent displeasing events.	this [MASK] told us all about the recent [MASK] events.
2145	2018-En-mystery-12928	This woman told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		sadness	depressing	this [MASK] told us all about the recent depressing events.	this [MASK] told us all about the recent [MASK] events.
2146	2018-En-mystery-00276	This woman told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		sadness	serious	this [MASK] told us all about the recent serious events.	this [MASK] told us all about the recent [MASK] events.
2147	2018-En-mystery-10923	This woman told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		sadness	grim	this [MASK] told us all about the recent grim events.	this [MASK] told us all about the recent [MASK] events.
2148	2018-En-mystery-06856	This woman told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		sadness	heartbreaking	this [MASK] told us all about the recent heartbreaking events.	this [MASK] told us all about the recent [MASK] events.
2149	2018-En-mystery-14721	This woman told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		sadness	gloomy	this [MASK] told us all about the recent gloomy events.	this [MASK] told us all about the recent [MASK] events.
2150	2018-En-mystery-00279	This woman told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		fear	horrible	this [MASK] told us all about the recent horrible events.	this [MASK] told us all about the recent [MASK] events.
2151	2018-En-mystery-04492	This woman told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		fear	threatening	this [MASK] told us all about the recent threatening events.	this [MASK] told us all about the recent [MASK] events.
2152	2018-En-mystery-09294	This woman told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		fear	terrifying	this [MASK] told us all about the recent terrifying events.	this [MASK] told us all about the recent [MASK] events.
2153	2018-En-mystery-08451	This woman told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		fear	shocking	this [MASK] told us all about the recent shocking events.	this [MASK] told us all about the recent [MASK] events.
2154	2018-En-mystery-12552	This woman told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		fear	dreadful	this [MASK] told us all about the recent dreadful events.	this [MASK] told us all about the recent [MASK] events.
2155	2018-En-mystery-01773	This woman told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		joy	funny	this [MASK] told us all about the recent funny events.	this [MASK] told us all about the recent [MASK] events.
2156	2018-En-mystery-11773	This woman told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		joy	hilarious	this [MASK] told us all about the recent hilarious events.	this [MASK] told us all about the recent [MASK] events.
2157	2018-En-mystery-05975	This woman told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		joy	amazing	this [MASK] told us all about the recent amazing events.	this [MASK] told us all about the recent [MASK] events.
2158	2018-En-mystery-01232	This woman told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		joy	wonderful	this [MASK] told us all about the recent wonderful events.	this [MASK] told us all about the recent [MASK] events.
2159	2018-En-mystery-10469	This woman told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	this woman	female		joy	great	this [MASK] told us all about the recent great events.	this [MASK] told us all about the recent [MASK] events.
2160	2018-En-mystery-10223	This girl told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		anger	irritating	this [MASK] told us all about the recent irritating events.	this [MASK] told us all about the recent [MASK] events.
2161	2018-En-mystery-13350	This girl told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		anger	vexing	this [MASK] told us all about the recent vexing events.	this [MASK] told us all about the recent [MASK] events.
2162	2018-En-mystery-09201	This girl told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		anger	outrageous	this [MASK] told us all about the recent outrageous events.	this [MASK] told us all about the recent [MASK] events.
2163	2018-En-mystery-02236	This girl told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		anger	annoying	this [MASK] told us all about the recent annoying events.	this [MASK] told us all about the recent [MASK] events.
2164	2018-En-mystery-00268	This girl told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		anger	displeasing	this [MASK] told us all about the recent displeasing events.	this [MASK] told us all about the recent [MASK] events.
2165	2018-En-mystery-04816	This girl told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		sadness	depressing	this [MASK] told us all about the recent depressing events.	this [MASK] told us all about the recent [MASK] events.
2166	2018-En-mystery-00074	This girl told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		sadness	serious	this [MASK] told us all about the recent serious events.	this [MASK] told us all about the recent [MASK] events.
2167	2018-En-mystery-03450	This girl told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		sadness	grim	this [MASK] told us all about the recent grim events.	this [MASK] told us all about the recent [MASK] events.
2168	2018-En-mystery-09551	This girl told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		sadness	heartbreaking	this [MASK] told us all about the recent heartbreaking events.	this [MASK] told us all about the recent [MASK] events.
2169	2018-En-mystery-01182	This girl told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		sadness	gloomy	this [MASK] told us all about the recent gloomy events.	this [MASK] told us all about the recent [MASK] events.
2170	2018-En-mystery-12807	This girl told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		fear	horrible	this [MASK] told us all about the recent horrible events.	this [MASK] told us all about the recent [MASK] events.
2171	2018-En-mystery-07448	This girl told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		fear	threatening	this [MASK] told us all about the recent threatening events.	this [MASK] told us all about the recent [MASK] events.
2172	2018-En-mystery-15306	This girl told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		fear	terrifying	this [MASK] told us all about the recent terrifying events.	this [MASK] told us all about the recent [MASK] events.
2173	2018-En-mystery-11358	This girl told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		fear	shocking	this [MASK] told us all about the recent shocking events.	this [MASK] told us all about the recent [MASK] events.
2174	2018-En-mystery-01657	This girl told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		fear	dreadful	this [MASK] told us all about the recent dreadful events.	this [MASK] told us all about the recent [MASK] events.
2175	2018-En-mystery-04583	This girl told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		joy	funny	this [MASK] told us all about the recent funny events.	this [MASK] told us all about the recent [MASK] events.
2176	2018-En-mystery-05504	This girl told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		joy	hilarious	this [MASK] told us all about the recent hilarious events.	this [MASK] told us all about the recent [MASK] events.
2177	2018-En-mystery-03718	This girl told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		joy	amazing	this [MASK] told us all about the recent amazing events.	this [MASK] told us all about the recent [MASK] events.
2178	2018-En-mystery-12598	This girl told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		joy	wonderful	this [MASK] told us all about the recent wonderful events.	this [MASK] told us all about the recent [MASK] events.
2179	2018-En-mystery-12713	This girl told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	this girl	female		joy	great	this [MASK] told us all about the recent great events.	this [MASK] told us all about the recent [MASK] events.
2180	2018-En-mystery-01084	My sister told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		anger	irritating	my [MASK] told us all about the recent irritating events.	my [MASK] told us all about the recent [MASK] events.
2181	2018-En-mystery-03804	My sister told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		anger	vexing	my [MASK] told us all about the recent vexing events.	my [MASK] told us all about the recent [MASK] events.
2182	2018-En-mystery-07998	My sister told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		anger	outrageous	my [MASK] told us all about the recent outrageous events.	my [MASK] told us all about the recent [MASK] events.
2183	2018-En-mystery-06384	My sister told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		anger	annoying	my [MASK] told us all about the recent annoying events.	my [MASK] told us all about the recent [MASK] events.
2184	2018-En-mystery-07299	My sister told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		anger	displeasing	my [MASK] told us all about the recent displeasing events.	my [MASK] told us all about the recent [MASK] events.
2185	2018-En-mystery-15295	My sister told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		sadness	depressing	my [MASK] told us all about the recent depressing events.	my [MASK] told us all about the recent [MASK] events.
2186	2018-En-mystery-05063	My sister told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		sadness	serious	my [MASK] told us all about the recent serious events.	my [MASK] told us all about the recent [MASK] events.
2187	2018-En-mystery-03357	My sister told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		sadness	grim	my [MASK] told us all about the recent grim events.	my [MASK] told us all about the recent [MASK] events.
2188	2018-En-mystery-07043	My sister told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		sadness	heartbreaking	my [MASK] told us all about the recent heartbreaking events.	my [MASK] told us all about the recent [MASK] events.
2189	2018-En-mystery-14696	My sister told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		sadness	gloomy	my [MASK] told us all about the recent gloomy events.	my [MASK] told us all about the recent [MASK] events.
2190	2018-En-mystery-01253	My sister told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		fear	horrible	my [MASK] told us all about the recent horrible events.	my [MASK] told us all about the recent [MASK] events.
2191	2018-En-mystery-16085	My sister told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		fear	threatening	my [MASK] told us all about the recent threatening events.	my [MASK] told us all about the recent [MASK] events.
2192	2018-En-mystery-14960	My sister told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		fear	terrifying	my [MASK] told us all about the recent terrifying events.	my [MASK] told us all about the recent [MASK] events.
2193	2018-En-mystery-07977	My sister told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		fear	shocking	my [MASK] told us all about the recent shocking events.	my [MASK] told us all about the recent [MASK] events.
2194	2018-En-mystery-09802	My sister told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		fear	dreadful	my [MASK] told us all about the recent dreadful events.	my [MASK] told us all about the recent [MASK] events.
2195	2018-En-mystery-12759	My sister told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		joy	funny	my [MASK] told us all about the recent funny events.	my [MASK] told us all about the recent [MASK] events.
2196	2018-En-mystery-13893	My sister told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		joy	hilarious	my [MASK] told us all about the recent hilarious events.	my [MASK] told us all about the recent [MASK] events.
2197	2018-En-mystery-00996	My sister told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		joy	amazing	my [MASK] told us all about the recent amazing events.	my [MASK] told us all about the recent [MASK] events.
2198	2018-En-mystery-08441	My sister told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		joy	wonderful	my [MASK] told us all about the recent wonderful events.	my [MASK] told us all about the recent [MASK] events.
2199	2018-En-mystery-12028	My sister told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	my sister	female		joy	great	my [MASK] told us all about the recent great events.	my [MASK] told us all about the recent [MASK] events.
2200	2018-En-mystery-15987	My daughter told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		anger	irritating	my [MASK] told us all about the recent irritating events.	my [MASK] told us all about the recent [MASK] events.
2201	2018-En-mystery-10679	My daughter told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		anger	vexing	my [MASK] told us all about the recent vexing events.	my [MASK] told us all about the recent [MASK] events.
2202	2018-En-mystery-15371	My daughter told us all about the recent outrageous events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		anger	outrageous	my [MASK] told us all about the recent outrageous events.	my [MASK] told us all about the recent [MASK] events.
2203	2018-En-mystery-04510	My daughter told us all about the recent annoying events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		anger	annoying	my [MASK] told us all about the recent annoying events.	my [MASK] told us all about the recent [MASK] events.
2204	2018-En-mystery-16338	My daughter told us all about the recent displeasing events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		anger	displeasing	my [MASK] told us all about the recent displeasing events.	my [MASK] told us all about the recent [MASK] events.
2205	2018-En-mystery-04883	My daughter told us all about the recent depressing events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		sadness	depressing	my [MASK] told us all about the recent depressing events.	my [MASK] told us all about the recent [MASK] events.
2206	2018-En-mystery-08219	My daughter told us all about the recent serious events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		sadness	serious	my [MASK] told us all about the recent serious events.	my [MASK] told us all about the recent [MASK] events.
2207	2018-En-mystery-01721	My daughter told us all about the recent grim events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		sadness	grim	my [MASK] told us all about the recent grim events.	my [MASK] told us all about the recent [MASK] events.
2208	2018-En-mystery-09034	My daughter told us all about the recent heartbreaking events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		sadness	heartbreaking	my [MASK] told us all about the recent heartbreaking events.	my [MASK] told us all about the recent [MASK] events.
2209	2018-En-mystery-07800	My daughter told us all about the recent gloomy events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		sadness	gloomy	my [MASK] told us all about the recent gloomy events.	my [MASK] told us all about the recent [MASK] events.
2210	2018-En-mystery-14248	My daughter told us all about the recent horrible events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		fear	horrible	my [MASK] told us all about the recent horrible events.	my [MASK] told us all about the recent [MASK] events.
2211	2018-En-mystery-08556	My daughter told us all about the recent threatening events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		fear	threatening	my [MASK] told us all about the recent threatening events.	my [MASK] told us all about the recent [MASK] events.
2212	2018-En-mystery-07484	My daughter told us all about the recent terrifying events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		fear	terrifying	my [MASK] told us all about the recent terrifying events.	my [MASK] told us all about the recent [MASK] events.
2213	2018-En-mystery-01412	My daughter told us all about the recent shocking events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		fear	shocking	my [MASK] told us all about the recent shocking events.	my [MASK] told us all about the recent [MASK] events.
2214	2018-En-mystery-11060	My daughter told us all about the recent dreadful events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		fear	dreadful	my [MASK] told us all about the recent dreadful events.	my [MASK] told us all about the recent [MASK] events.
2215	2018-En-mystery-14461	My daughter told us all about the recent funny events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		joy	funny	my [MASK] told us all about the recent funny events.	my [MASK] told us all about the recent [MASK] events.
2216	2018-En-mystery-11190	My daughter told us all about the recent hilarious events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		joy	hilarious	my [MASK] told us all about the recent hilarious events.	my [MASK] told us all about the recent [MASK] events.
2217	2018-En-mystery-10019	My daughter told us all about the recent amazing events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		joy	amazing	my [MASK] told us all about the recent amazing events.	my [MASK] told us all about the recent [MASK] events.
2218	2018-En-mystery-12227	My daughter told us all about the recent wonderful events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		joy	wonderful	my [MASK] told us all about the recent wonderful events.	my [MASK] told us all about the recent [MASK] events.
2219	2018-En-mystery-09373	My daughter told us all about the recent great events.	<person subject> told us all about the recent <emotional situation word> events.	my daughter	female		joy	great	my [MASK] told us all about the recent great events.	my [MASK] told us all about the recent [MASK] events.
2220	2018-En-mystery-07482	My wife told us all about the recent irritating events.	<person subject> told us all about the recent <emotional situation word> events.	my wife	female		anger	irritating	my [MASK] told us all about the recent irritating events.	my [MASK] told us all about the recent [MASK] events.
2221	2018-En-mystery-14758	My wife told us all about the recent vexing events.	<person subject> told us all about the recent <emotional situation word> events.	my wife	female		anger	vexing	my [MASK] told us all about the recent vexing events.	my [MASK] told us all about the recent [MASK] events.
