,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
55,55,"I trust no person , who , rich himself , is exceedingly courteous to a poor man ; when he extends his hand with a kind air , then is he loading you with some damage .","['I', 'trust', 'no', 'person', ',', 'who', ',', 'rich', 'himself', ',', 'is', 'exceedingly', 'courteous', 'to', 'a', 'poor', 'man', ';', 'when', 'he', 'extends', 'his', 'hand', 'with', 'a', 'kind', 'air', ',', 'then', 'is', 'he', 'loading', 'you', 'with', 'some', 'damage', '.']",person,himself,3,8,Male,-1,5,4,perseus,3
56,56,"Lytle , the Confederate photographer , who had photographed the grand old flagship and her consorts in war - time , also took this photograph of her when she came as a peaceful visitor .","['Lytle', ',', 'the', 'Confederate', 'photographer', ',', 'who', 'had', 'photographed', 'the', 'grand', 'old', 'flagship', 'and', 'her', 'consorts', 'in', 'war', '-', 'time', ',', 'also', 'took', 'this', 'photograph', 'of', 'her', 'when', 'she', 'came', 'as', 'a', 'peaceful', 'visitor', '.']",photographer,her,4,26,Female,-1,22,3,perseus,21
57,58,"He fell at that post , flag in hand , on the 17th of June , 1864 , gloriously , while his regiment was forced back and his gallant major , Hill , lost an arm in saving his person and his flag from the enemy .","['He', 'fell', 'at', 'that', 'post', ',', 'flag', 'in', 'hand', ',', 'on', 'the', '17th', 'of', 'June', ',', '1864', ',', 'gloriously', ',', 'while', 'his', 'regiment', 'was', 'forced', 'back', 'and', 'his', 'gallant', 'major', ',', 'Hill', ',', 'lost', 'an', 'arm', 'in', 'saving', 'his', 'person', 'and', 'his', 'flag', 'from', 'the', 'enemy', '.']",person,his,39,41,Male,-1,2,4,perseus,20
58,59,"While the old Doctor was talking his treason the other day , bang went a cannon , and the next moment the whizz and a crash was heard , as a tree - top fell in his lawn .","['While', 'the', 'old', 'Doctor', 'was', 'talking', 'his', 'treason', 'the', 'other', 'day', ',', 'bang', 'went', 'a', 'cannon', ',', 'and', 'the', 'next', 'moment', 'the', 'whizz', 'and', 'a', 'crash', 'was', 'heard', ',', 'as', 'a', 'tree', '-', 'top', 'fell', 'in', 'his', 'lawn', '.']",Doctor,his,3,6,Male,1,3,2,perseus,21
59,60,"He was a "" farmer boy , "" plain in his manners , and most modest in his desires ; but there dwelt in his manly , stalwart form as stout a heart as ever died for liberty ; yet withal a heart so tender , so affectionate !","['He', 'was', 'a', '""', 'farmer', 'boy', ',', '""', 'plain', 'in', 'his', 'manners', ',', 'and', 'most', 'modest', 'in', 'his', 'desires', ';', 'but', 'there', 'dwelt', 'in', 'his', 'manly', ',', 'stalwart', 'form', 'as', 'stout', 'a', 'heart', 'as', 'ever', 'died', 'for', 'liberty', ';', 'yet', 'withal', 'a', 'heart', 'so', 'tender', ',', 'so', 'affectionate', '!']",farmer,his,4,10,Male,1,6,3,perseus,15
60,61,"The disposition to be made of the Army of the Potomac was one of the first subjects to which the attention of the general - in - chief was called on his arrival in Washington ; and , in order to observe for himself its condition , he made a visit to Harrison 's Landing , leaving Washington on the 24th of July and returning on the 27th .","['The', 'disposition', 'to', 'be', 'made', 'of', 'the', 'Army', 'of', 'the', 'Potomac', 'was', 'one', 'of', 'the', 'first', 'subjects', 'to', 'which', 'the', 'attention', 'of', 'the', 'general', '-', 'in', '-', 'chief', 'was', 'called', 'on', 'his', 'arrival', 'in', 'Washington', ';', 'and', ',', 'in', 'order', 'to', 'observe', 'for', 'himself', 'its', 'condition', ',', 'he', 'made', 'a', 'visit', 'to', 'Harrison', ""'s"", 'Landing', ',', 'leaving', 'Washington', 'on', 'the', '24th', 'of', 'July', 'and', 'returning', 'on', 'the', '27th', '.']",chief,his,27,31,Male,1,4,3,perseus,1
61,62,"to the great qualities of his friend and associate of many years was worthy of the historic name he bears , and makes us take fresh courage when we think of what virtues still dignify the character and lives of some of our public men .","['to', 'the', 'great', 'qualities', 'of', 'his', 'friend', 'and', 'associate', 'of', 'many', 'years', 'was', 'worthy', 'of', 'the', 'historic', 'name', 'he', 'bears', ',', 'and', 'makes', 'us', 'take', 'fresh', 'courage', 'when', 'we', 'think', 'of', 'what', 'virtues', 'still', 'dignify', 'the', 'character', 'and', 'lives', 'of', 'some', 'of', 'our', 'public', 'men', '.']",friend,his,6,5,Male,0,1,2,perseus,20
62,63,The editor was released on his parole of honor not to leave or attempt to remove his press .,"['The', 'editor', 'was', 'released', 'on', 'his', 'parole', 'of', 'honor', 'not', 'to', 'leave', 'or', 'attempt', 'to', 'remove', 'his', 'press', '.']",editor,his,1,5,Male,1,4,2,perseus,6
63,64,"( d. 1837 ) , a New England physician , who moved to New York and established himself as bookseller .","['(', 'd.', '1837', ')', ',', 'a', 'New', 'England', 'physician', ',', 'who', 'moved', 'to', 'New', 'York', 'and', 'established', 'himself', 'as', 'bookseller', '.']",physician,himself,8,17,Male,1,9,1,perseus,3
64,65,"In both his fields of scholarship â€” Chaucer and the ballad â€” Child left numerous disciples ; and besides the legacy of a fixed body of material ready to be taken as a point of departure , he left the materials for a very lively and still very active controversy upon ballad origins , into which , however , it is impossible to go here .","['In', 'both', 'his', 'fields', 'of', 'scholarship', 'â€', '”', 'Chaucer', 'and', 'the', 'ballad', 'â€', '”', 'Child', 'left', 'numerous', 'disciples', ';', 'and', 'besides', 'the', 'legacy', 'of', 'a', 'fixed', 'body', 'of', 'material', 'ready', 'to', 'be', 'taken', 'as', 'a', 'point', 'of', 'departure', ',', 'he', 'left', 'the', 'materials', 'for', 'a', 'very', 'lively', 'and', 'still', 'very', 'active', 'controversy', 'upon', 'ballad', 'origins', ',', 'into', 'which', ',', 'however', ',', 'it', 'is', 'impossible', 'to', 'go', 'here', '.']",Child,he,14,39,Male,1,26,2,perseus,11
65,66,"He was captured near this place a few days ago by a guard from his company , and held in custody with a view to being mustered into service , and he applied for this writ against his Captain , alleging that he would not be mustered into service without his consent , which he thought proper to withdraw after he found the company was to go .","['He', 'was', 'captured', 'near', 'this', 'place', 'a', 'few', 'days', 'ago', 'by', 'a', 'guard', 'from', 'his', 'company', ',', 'and', 'held', 'in', 'custody', 'with', 'a', 'view', 'to', 'being', 'mustered', 'into', 'service', ',', 'and', 'he', 'applied', 'for', 'this', 'writ', 'against', 'his', 'Captain', ',', 'alleging', 'that', 'he', 'would', 'not', 'be', 'mustered', 'into', 'service', 'without', 'his', 'consent', ',', 'which', 'he', 'thought', 'proper', 'to', 'withdraw', 'after', 'he', 'found', 'the', 'company', 'was', 'to', 'go', '.']",guard,He,12,0,Male,1,12,7,perseus,9
66,67,"Soon after , a courier informed me that Colonel Chilton wished to see me in front , on the Darbytown road , and that he was sent to conduct me to him .","['Soon', 'after', ',', 'a', 'courier', 'informed', 'me', 'that', 'Colonel', 'Chilton', 'wished', 'to', 'see', 'me', 'in', 'front', ',', 'on', 'the', 'Darbytown', 'road', ',', 'and', 'that', 'he', 'was', 'sent', 'to', 'conduct', 'me', 'to', 'him', '.']",courier,he,4,24,Male,1,23,1,perseus,9
67,68,"It can not accede to the mad project of disunion , of which you would be the first victims â€” its first magistrate can not , if he would , avoid the performance of his duty â€” the consequence must be fearful for you , distressing to your fellow - citizens here , and the friends of good government throughout the world .","['It', 'can', 'not', 'accede', 'to', 'the', 'mad', 'project', 'of', 'disunion', ',', 'of', 'which', 'you', 'would', 'be', 'the', 'first', 'victims', 'â€', '”', 'its', 'first', 'magistrate', 'can', 'not', ',', 'if', 'he', 'would', ',', 'avoid', 'the', 'performance', 'of', 'his', 'duty', 'â€', '”', 'the', 'consequence', 'must', 'be', 'fearful', 'for', 'you', ',', 'distressing', 'to', 'your', 'fellow', '-', 'citizens', 'here', ',', 'and', 'the', 'friends', 'of', 'good', 'government', 'throughout', 'the', 'world', '.']",magistrate,his,23,35,Male,1,12,2,perseus,21
68,69,"orders were , the men of his army , either his rear guard or his stragglers , did apply the fire , and that this was a sufficient cause for all else that followed .","['orders', 'were', ',', 'the', 'men', 'of', 'his', 'army', ',', 'either', 'his', 'rear', 'guard', 'or', 'his', 'stragglers', ',', 'did', 'apply', 'the', 'fire', ',', 'and', 'that', 'this', 'was', 'a', 'sufficient', 'cause', 'for', 'all', 'else', 'that', 'followed', '.']",guard,his,12,14,Male,1,2,3,perseus,20
69,70,"C. Curio , of whom we have heard so often , the pupil and friend of Cicero , of whom he hoped such high things , had ruined himself by his extravagant funeral games , and during his year of office was won over to Caesar 's side by being relieved by him from his enormous debts .","['C.', 'Curio', ',', 'of', 'whom', 'we', 'have', 'heard', 'so', 'often', ',', 'the', 'pupil', 'and', 'friend', 'of', 'Cicero', ',', 'of', 'whom', 'he', 'hoped', 'such', 'high', 'things', ',', 'had', 'ruined', 'himself', 'by', 'his', 'extravagant', 'funeral', 'games', ',', 'and', 'during', 'his', 'year', 'of', 'office', 'was', 'won', 'over', 'to', 'Caesar', ""'s"", 'side', 'by', 'being', 'relieved', 'by', 'him', 'from', 'his', 'enormous', 'debts', '.']",friend,himself,14,28,Male,0,15,5,perseus,3
70,71,"A person , whose name we do n't know â€” and , in fact , we know nothing of his antecedents , except that he came from Baltimore â€” became enamored of the charms of a young lady , an actress at the Theatre , whose name we suppress , from causes which must be apparent to every right - minded person .","['A', 'person', ',', 'whose', 'name', 'we', 'do', ""n't"", 'know', 'â€', '”', 'and', ',', 'in', 'fact', ',', 'we', 'know', 'nothing', 'of', 'his', 'antecedents', ',', 'except', 'that', 'he', 'came', 'from', 'Baltimore', 'â€', '”', 'became', 'enamored', 'of', 'the', 'charms', 'of', 'a', 'young', 'lady', ',', 'an', 'actress', 'at', 'the', 'Theatre', ',', 'whose', 'name', 'we', 'suppress', ',', 'from', 'causes', 'which', 'must', 'be', 'apparent', 'to', 'every', 'right', '-', 'minded', 'person', '.']",person,his,1,20,Male,-1,18,2,perseus,21
71,72,"The driver , however , was a boorish fellow , and paid no heed to him , but drove his team along .","['The', 'driver', ',', 'however', ',', 'was', 'a', 'boorish', 'fellow', ',', 'and', 'paid', 'no', 'heed', 'to', 'him', ',', 'but', 'drove', 'his', 'team', 'along', '.']",driver,his,1,19,Male,1,18,1,perseus,21
72,73,"But just as I was uttering the words , I saw a sailor in the upper gallery springing over the railing , letting himself down from one tier to another , until he bounded clear over the orchestra and footlights , and placed himself beside me in a moment . '","['But', 'just', 'as', 'I', 'was', 'uttering', 'the', 'words', ',', 'I', 'saw', 'a', 'sailor', 'in', 'the', 'upper', 'gallery', 'springing', 'over', 'the', 'railing', ',', 'letting', 'himself', 'down', 'from', 'one', 'tier', 'to', 'another', ',', 'until', 'he', 'bounded', 'clear', 'over', 'the', 'orchestra', 'and', 'footlights', ',', 'and', 'placed', 'himself', 'beside', 'me', 'in', 'a', 'moment', '.', ""'""]",sailor,himself,12,23,Male,1,11,3,perseus,3
73,74,15 . What else was there in which a man of high birth and a distinguished lawyer would sooner admit his inferiority ?,"['15', '.', 'What', 'else', 'was', 'there', 'in', 'which', 'a', 'man', 'of', 'high', 'birth', 'and', 'a', 'distinguished', 'lawyer', 'would', 'sooner', 'admit', 'his', 'inferiority', '?']",lawyer,his,16,20,Male,1,4,1,perseus,21
74,75,", it will be remembered , was arrested on charge of conspiring with two negroes to murder their master , but as negro evidence could not be taken , he was given until to - day to dispose of his Goochland property , when he will be escorted to the West by a strong guard , and ordered never to return again .","[',', 'it', 'will', 'be', 'remembered', ',', 'was', 'arrested', 'on', 'charge', 'of', 'conspiring', 'with', 'two', 'negroes', 'to', 'murder', 'their', 'master', ',', 'but', 'as', 'negro', 'evidence', 'could', 'not', 'be', 'taken', ',', 'he', 'was', 'given', 'until', 'to', '-', 'day', 'to', 'dispose', 'of', 'his', 'Goochland', 'property', ',', 'when', 'he', 'will', 'be', 'escorted', 'to', 'the', 'West', 'by', 'a', 'strong', 'guard', ',', 'and', 'ordered', 'never', 'to', 'return', 'again', '.']",guard,he,54,29,Male,1,25,3,perseus,12
75,76,On inquiry â€” for he intended to keep in the city employ no longer any officer who had violated his orders â€” he ascertained that the complaint are in this wise .,"['On', 'inquiry', 'â€', '”', 'for', 'he', 'intended', 'to', 'keep', 'in', 'the', 'city', 'employ', 'no', 'longer', 'any', 'officer', 'who', 'had', 'violated', 'his', 'orders', 'â€', '”', 'he', 'ascertained', 'that', 'the', 'complaint', 'are', 'in', 'this', 'wise', '.']",officer,his,16,20,Male,1,4,3,perseus,21
76,77,"When the boat came alongside , the old captain was relieved of his worst apprehensions , instead of his pursuer being a pirate , she was only the Alabama , and though he was told his vessel would be burned in the morning , and that all his worldly goods would go up in a cloud of smoke , he thanked God that it was no worse .","['When', 'the', 'boat', 'came', 'alongside', ',', 'the', 'old', 'captain', 'was', 'relieved', 'of', 'his', 'worst', 'apprehensions', ',', 'instead', 'of', 'his', 'pursuer', 'being', 'a', 'pirate', ',', 'she', 'was', 'only', 'the', 'Alabama', ',', 'and', 'though', 'he', 'was', 'told', 'his', 'vessel', 'would', 'be', 'burned', 'in', 'the', 'morning', ',', 'and', 'that', 'all', 'his', 'worldly', 'goods', 'would', 'go', 'up', 'in', 'a', 'cloud', 'of', 'smoke', ',', 'he', 'thanked', 'God', 'that', 'it', 'was', 'no', 'worse', '.']",captain,his,8,12,Male,1,4,7,perseus,6
77,78,"The New Zealand child and his family "" , was published in 1970 .","['The', 'New', 'Zealand', 'child', 'and', 'his', 'family', '""', ',', 'was', 'published', 'in', '1970', '.']",child,his,3,5,Male,1,2,1,wikipedia,20
78,79,Former lead guitarist Roger Johnson currently works with his wife in publishing .,"['Former', 'lead', 'guitarist', 'Roger', 'Johnson', 'currently', 'works', 'with', 'his', 'wife', 'in', 'publishing', '.']",guitarist,his,2,8,Male,1,6,1,wikipedia,15
79,80,"During his 4Music # Hangout , he explained that the barber who cut his hair that day only spoke English and could not read or write it , and so to him he was in fact carving a picture in to the back of Ronson 's head .","['During', 'his', '4Music', '#', 'Hangout', ',', 'he', 'explained', 'that', 'the', 'barber', 'who', 'cut', 'his', 'hair', 'that', 'day', 'only', 'spoke', 'English', 'and', 'could', 'not', 'read', 'or', 'write', 'it', ',', 'and', 'so', 'to', 'him', 'he', 'was', 'in', 'fact', 'carving', 'a', 'picture', 'in', 'to', 'the', 'back', 'of', 'Ronson', ""'s"", 'head', '.']",barber,he,10,32,Male,1,22,4,wikipedia,11
80,81,"When Somerset captain Jamie Cox broke his thumb , Burns took charge of the team for six matches in June and July 2001 , a role he reprised for eight matches the following season .","['When', 'Somerset', 'captain', 'Jamie', 'Cox', 'broke', 'his', 'thumb', ',', 'Burns', 'took', 'charge', 'of', 'the', 'team', 'for', 'six', 'matches', 'in', 'June', 'and', 'July', '2001', ',', 'a', 'role', 'he', 'reprised', 'for', 'eight', 'matches', 'the', 'following', 'season', '.']",captain,his,2,6,Male,1,4,2,wikipedia,21
