,prompt,source
1133,Tyler went to the movies with his girlfriend. They decided to see a scary movie. The movie scared Tyler's girlfriend. She covered her eyes through the film.,roc
1134,There were no glass panes in the windows.,mnli
1135,Tom was out with friends on the lake. They were riding around on his boat. Tom got a bit carried away. He wound up crashing into another boat.,roc
1136,"A deep rumble awoke in the mountain, a shake that warped the ground under Jon's feet.",mnli
1137,Sam's local church was looking for good singers to perform on Sunday. They had no idea that Sam was trained for years in singing classes.,roc
1138,Jennifer was constantly feeling sick and didn't know why. Her friend told her to try a detox. Jennifer found a detox diet online and started.,roc
1139,He doesn't want to marry me he really only asked me out of kindness.,mnli
1140,There was a man I shot once in Arizona   he began cheerfully.,mnli
1141,John likes martial arts. He trains in judo three times a week. His instructor thinks he is very talented. John plans to enter a competition.,roc
1142,"As a boy, though, I had often stayed at Styles, his mother's place in Essex.",mnli
1143,Sal was a very active kid who didn't listen sometimes. His parents told him he would be grounded if he misbehaved. Sal ignored them. He actually started yelling very loudly.,roc
1144,He had finished with Shiloh and was on his way to the bunkhouse when Hunt Rennie hailed him.,mnli
1145,The old farmer had two mules and one plow. Both mules like pulling the plow for the farmer. Each day the farmer worried about which mule to used.,roc
1146,Zoey is at her favorite nail salon getting a pedicure. Her nail artist is feeling drowsy today. The nail artist slips and cuts Zoey's foot very deeply.,roc
1147,Henry passed a box of M&Ms to his friend Lisa as they left class. She smiled and thanked him for the sweet gesture.,roc
1148,You do not understand all this but you can go out to-day.,mnli
1149,I was driving down the road at night. My tire suddenly blew out. I got out to change it. I looked up and saw what looked like a cougar.,roc
1150,"Joe went to cut his hair. The barber had other customers, so Joe had to wait. Joe read a magazine while he waited.",roc
1151,Adrin was talking to the Kal and Thorn cleaned his blade with a torn dirty cloth.,mnli
1152,It is simply that they don't have to do any of that.,mnli
1153,There's the roc! He leaned closer to the wall of the tiny egg and shouted.,mnli
1154,"Oh, my Kassandra, the Fourth Husband said without paying attention.",mnli
1155,Wayne thought he was the best musician in all of Philadelphia. He entered a local songwriting contest to show off his skills.,roc
1156,"Everything, it turned out, was either a mystery or a rumor.",mnli
1157,"My crush for a long time asked me out on a date. I assumed he'd pay, so I left my wallet at home.",roc
1158,"Will went on a business trip to California. Because he went for business, his wife had to stay at home. While Will was in California, he went to Disneyland.",roc
1159,"Well, then, if you wish me to speak, I would suggest that you strap on your Floater and help me prepare the Ejector.",mnli
1160,Olivia decided to make cinnamon rolls for breakfast. She followed the recipe and left the dough to rise. After forty-five minutes she peeked at the dough.,roc
1161,"Well, Don Cazar Rennie runs the best manadas.",mnli
1162,Doug wanted to try something different this weekend. His friends had been talking about going golfing. Doug had never been but was willing to give it a shot.,roc
1163,"Officially, I have nothing to do with it.",mnli
1164,"The big gray knew very well what was in progress, was tensing now for a swift getaway leap.",mnli
1165,Tom had no money. Tom worked very hard and saved his money one penny and a time. Tom started investing his money.,roc
1166,"When it was small enough, he pocketed it.",mnli
1167,"Susan was very ambitious. She really wanted that promotion at work. When the time came, she told all the faults of her coworkers. As a result, she was promoted.",roc
1168,My middle name is often used in conjunction with my first. I was named after a famous cousin. We spoke last week for the first time in months.,roc
1169,He'd read something somewhere about hair clippings and nail parings being used for some strange purpose.,mnli
1170,Allie wanted to do something nice. She decided to help out at a soup kitchen. When she got there she felt honored to be there. The homeless was very thankful.,roc
1171,We had a family party last weekend. We used a speaker hooked up to a smartphone. The speaker died as it had not been charged. The tv volume was broken.,roc
1172,"The police collected evidence at the crime scene. They took photographs of each item of interest. When the trial began, the prosecutors presented the evidence.",roc
1173,There are hundreds of men called Brown there are hundreds of men looking just like me… .,mnli
1174,Susan slept wrapped in a bundle of blankets.,mnli
1175,21 Mr. Inglethorp was in the drawing-room when I came down to supper.,mnli
1176,"And trust me when I say, it's the absolute best you're going to get.'",mnli
1177,"Come at once, Moat House, Ebury, Yorkshire, great developments TOMMY. They looked at each other in stupefaction.",mnli
1178,It was the beginning of November. Ralph's company men grew a beard every November. Ralph decided that his year he was gonna participate.,roc
1179,Tom always had puffy eyes. It made it seem like he didn't get enough sleep. People at work kept mentioning it. He tried a new cream he read about online.,roc
1180,"Professor D  , the great 231 alienist, was present.",mnli
1181,Then the Kentuckian flushed and slammed his weapon back into the holster.,mnli
1182,I'll meet you at the Ritz at seven.,mnli
1183,Tom's girlfriend called and wanted to have picnic. Tom went to the store and bought things for the picnic. Him and his girlfriend walked to the park.,roc
1184,"I thought as much, said Tommy with satisfaction.",mnli
1185,There was some kind of massive system failure.,mnli
1186,Joe loved plants. So he bought himself some seeds and soil and a pot. He planted his seeds in a pot full of soil. He watered the plant everyday.,roc
1187,The next day Ca'daan's path led to a large road used by caravans traveling between Fena Kef and many of the other southern and eastern kingdoms.,mnli
1188,Candace was listening to the radio as she took a shower. Her favorite song came on. Candace began to dance. Candace slipped and fell.,roc
1189,There must be hundreds of places ready to be used that way.,mnli
1190,"What Tuppence had expected she hardly knew, but the sight of its red brick stolidity slightly assuaged the growing and entirely unreasonable uneasiness that possessed her.",mnli
1191,The horror in front of him was too much to bear.,mnli
1192,I did not wonder that the blood rose to John's face in a crimson tide.,mnli
1193,"But look here, sir, we're taking up an awful lot of your time.",mnli
1194,"Jones had a very big calculator. One day, he could not find his calculator. He searched everywhere but it was simply missing. Then, he realized he left it at school.",roc
1195,Yesterday I charged my phone completely. Today I used it all up. When I had no more power left I was upset. Thankfully I found an extra battery.,roc
1196,And sky has no inertia until it is contaminated by contact with the ground.,mnli
1197,Ca'daan found it interesting that San'doro already marked Jon as the one to ask.,mnli
1198,"The school received an astonishing number of applications (four for each spot), which meant that many kids spent their days playing computer games and that many parents wanted time for themselves.",mnli
1199,"You can feed in data as to the hour, day, month and year, turn the cranks, and the planets there will turn to their proper position exactly as the real planets should run.",mnli
1200,"It's almost the last thing I remember before waking up in the hospital… . 169 ""Go on,"" said Sir James, in his quiet penetrating tones.",mnli
1201,"Cleveland was a firefighter. He was on his way to a building fire with his team. When they arrived at the building, the fire was still very mild.",roc
1202,Nearly a full generation has passed and none of us who lives in those times speaks of the days when the slaves bled for our town.,mnli
1203,"Tommy started in pursuit at once, and was in time to see them turn the corner of the street.",mnli
1204,"All the kids in my city are playing Pokemon. They have been passing by my house, which is a hot spot.",roc
1205,They were almost at the main tent when a crow flew down and yelled something in Nema's ear.,mnli
1206,Louis loved alligators. One day Louis decided to capture an alligator at his local pond. Louis took the alligator home. The alligator was too rough to keep as a pet.,roc
1207,It was one of the longest and blackest I have ever seen.,mnli
1208,"Sarah was a huge Lost fan. Like most fans, she hated the way the show ended. She went to a conference where Carlton Cuse was speaking.",roc
1209,"Will had lunch with a friend at a local eatery. The following day, Will began to urinate blood! Will went to the hospital to get checked out.",roc
1210,But a couple of incidents lately have suggested that someone knows a lot more about what's going on here than I like.,mnli
1211,I have no doubt we appear strange and repulsive to them.,mnli
1212,Tommy shoved a ticket into my hand and told me to get aboard the cars.,mnli
1213,"They traveled at an angle, the pace set by Teodoro who led a pack mule.",mnli
1214,Let fools like Severn pretend that life continued normally.,mnli
1215,It was up to me to figure out how.,mnli
1216,Giles made a new year's resolution to exercise more. He purchased a gym membership with an annual term.,roc
1217,"Yes, suh. Drew's agreement was drowned out by a harsh cry from overhead.",mnli
1218,"I was afraid I might be late and keep you waiting, said Tuppence gently.",mnli
1219,Tomorrow is the day of the big race and Rose is going to compete. She's been training hard all year for this race. Rose is confident in herself to win.,roc
1220,"Yes, why exactly is it so big? And besides, the boss of the region died of a heart attack, and his replacement is a quiet, phlegmatic introvert.",mnli
1221,Sam had a vegetable garden. He noticed a lot of it was being eaten um. He found out there was a rabbit around.,roc
1222,His mother was very unhappy. She called her on the phone. She tried to warn her off. She told her that her son was taking advantage of her.,roc
1223,There was a massive shriek of fear and panic from the horde of slaves.,mnli
1224,"My sister in law celebrated her 25th wedding anniversary yesterday. We attended the wedding. My brother, who is Chinese, taped the ceremony.",roc
1225,But I eventually decided in favour of 'a woman's happiness'.,mnli
1226,"One day at the zoo, I walked over to the gorilla enclosure. A large male silverback gorilla walked out from the corner.",roc
1227,Blake lost his job. He began looking for a new job. Blake found a new job in another city. He had to move to take the job.,roc
1228,There was certainly nothing of the policeman about them.,mnli
1229,Leaving them to die is a harsh condemnation.,mnli
1230,He used to be a promising youngster; now he's turning bronco fast.,mnli
1231,"Then the words made sense, penetrating his concern for the man who had said them.",mnli
1232,I could only see sideways into the room.,mnli
1233,"As the tankards filled, they brought it to their lips and drank, letting it pour down their chins and chests.",mnli
1234,"There was a lot of danger in such an operation, since the water could continue to saturate the walls and floor, collapsing even more.",mnli
1235,He looked at her and she looked back.,mnli
1236,"And I say once again, Captain, that men who ride for me do not in addition ride for Kitchell.",mnli
1237,"He took out the key from the lock, and passed it to me to inspect.",mnli
1238,Karen decided to buy a new kitty. She was so in love with her kitty. She took her everywhere. One day she was out getting some milk for home.,roc
1239,To have boasted that she knew a lot might have raised doubts in his mind.,mnli
1240,I am not proud of the things I did but I did them.,mnli
1241,Cole wanted to invest his money in some way. He found out that his company has a 401K to invest in.,roc
1242,Bob hurried to finish telling stories so he could go for his walk. It'd gotten dark by the time he typed the last one.,roc
1243,The first time I was in a airplane I was by myself. Never have flown before I was very nervous.,roc
1244,"My niece and her fiance went to the movies last week. They went to a modern theater with waiter service. They saw an old movie, The Neverending Story.",roc
1245,They rang again and again but there was no sign of life.,mnli
1246,"Adrin had his rapier and off-hand dagger out, parrying the attack of one while another closed in.",mnli
1247,Ernie's family was getting ice cream. He was not that hungry. He told the lady at the counter he only wanted a small scoop.,roc
1248,Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she had to take antibiotics.,roc
1249,The Gray family took a trip to a New Jersey beach. John and MaryKate went for a dip in the rolling surf.,roc
1250,Saw you in France when I was with the Intelligence.,mnli
1251,Andy is an avid golfer. Andy decided to have a putting green in his backyard. Andy felt the green would be good to practice his golfing.,roc
1252,"Nema sprawled across him, staring at his face and burying her head against his shoulder.",mnli
1253,"Perfectly sickening the way those brass hats drove from the War Office to the Savoy, and from the Savoy to the War Office!",mnli
1254,Today Eric is going to see Dr Miller. Eric is not sick today. He is going to see Dr Miller for a check-up.,roc
1255,Sarah wanted a net to catch bugs. Sarah's mom bought her a net for her birthday. Sarah spent days trying to catch a bug.,roc
1256,"I was killed; all right, if you say I was, I was.",mnli
1257,"Sunlight streamed in through the window, and there were fleecy clouds showing in the blue sky.",mnli
1258,"Brenda wanted to earn money online. So she decided to start a blog. She wrote about food, cooking, gardening, and her dog.",roc
1259,"It seemed to be the general law, but for all he knew, ignorance of the law here might change the law.",mnli
1260,Kentucky had been tamed; trains did puff along through the Blue Grass and the mountains there.,mnli
1261,"It was hard to see, since there was no electric lighting system now.",mnli
1262,"I think Mr. Franklin's tired, and we've probably taken enough out of him.",mnli
1263,"She could not have committed the crime single-handed, but the reasons against that did not debar her from being an accomplice.",mnli
1264,I was bored one day. So I decided I wanted to learned to knit. I got a book. It taught how to knit a scarf.,roc
1265,"Now, you've some tall talkin' to do your ownself.",mnli
1266,"Why, if it isn't too delightful to see you again, Mr. Hastings, after all these years.",mnli
1267,We took the kids to Jellystone campground. They loved playing in the pool and playground. At night they had a hayride. The characters were on it to greet the kids.,roc
1268,April bought a Powerball lottery ticket at the gas station. She was excited about the prospect of winning millions of dollars.,roc
1269,"I slept not at all that night, every time I dozed I saw the war.",mnli
1270,"I'd just love to give you a real, rattling good time.",mnli
1271,Aaron wanted to explore his surroundings. He went driving close to the river. He got mud on the side of the car. His wife asked where he had been.,roc
1272,Katie was writing a paper for her English class. Her paper was the best in the class. Katie's professor entered her paper into a contest.,roc
1273,Nina's friends are at her house for a surprise birthday party. They all hide and wait for Nina to arrive. Nina opens her door with great shock.,roc
1274,"The prisoner, on the contrary, was at that time at a lonely spot called Marston's Spinney, where he had been summoned by an anonymous note, couched in blackmailing terms, and threatening to reveal certain matters to his wife unless he complied with its demands.",mnli
1275,"James wanted to bring a water bottle to camp. He filled a bottle with tap water. When he took his first gulp, the water tasted like soap.",roc
1276,"Her face was so wicked I nearly died, but I smiled up at her doubtfully, and asked her in French where I was.",mnli
1277,Adrin let the rain pour over the corners of his hat.,mnli
1278,Amy and Seth were laying on the grass looking up at the clouds. They were pointing out shapes to each other.,roc
1279,"My wife and I went out on Sunday. Driving home, we saw household items left near our building's dumpster. She went through the items and took two ceramic containers.",roc
1280,I'd say they warn't even talkin' by th' time they pulled up here.,mnli
1281,Gregory has a bad habit of chewing an entire packet of gum. He chews each piece until the flavor disappears. Then he opens up another piece to chew.,roc
1282,Donna visited the diner near her apartment. She had never been to the diner. She ordered the cheeseburger and onion rings. The cheeseburger was the best Donna ever had.,roc
1283,Jed had an optical camera bolted to his skull. He went to a fancy restaurant. The waiter pointed at the sign saying no cameras allowed.,roc
1284,Ziggy was the family dog. His owner felt a lump on his shoulder and took him to the vet. The vet said it was cancerous and had to be removed.,roc
1285,"Cox is afraid of the doctor because he gives him shots. Cox always cried and he didn't like the pain. One day, he was forced to go.",roc
1286,Sam was shopping one day. When he got out of the store he noticed a flat tire. Luckily he had a portable air pump. He filled the tire back up.,roc
1287,"Even if this type of parachute hadn't existed before, now we were witnessing its birth and everything was depending on the color of those unfortunate ropes.",mnli
1288,"Sergeant, take those two men into custody. A jerk of the head indicated Drew and Anse.",mnli
1289,"Gary's house was recently robbed. Gary immediately suspected one of his roommates. Gary's alarm did not go off, so he knew it was an inside job.",roc
1290,Kenny has a friend who passed away. Kenny's friend's family didn't have the money to pay for his funeral. Kenny raised the money by washing cars.,roc
1291,"Then if Boris comes, you could make some kind of signal, and I'd trail him.",mnli
1292,Jon saw the cold steel in his hands and in his eyes.,mnli
1293,Bob applied for a loan to go back to school. The bank denied him on the spot. Bob demanded to know why he was denied.,roc
1294,"But I took his number, and I'll send him a postal order to-morrow, so that he won't lose by it if he happens to be genuine.",mnli
1295,"Kevin wanted to go skydiving. He checked the internet and found a local skydiving business. When he showed up for his appointment, nervousness set in.",roc
1296,"I could hear him ahead, though I couldn't see him.",mnli
1297,"She's my cousin, and as patriotic a girl as ever stepped. 181 ""I don't care a damn what she is, but get out of here!"" retorted Tommy also at the top of his voice.",mnli
1298,Bob sold his chainsaw to a local rancher. The rancher was dumbfounded at how little he wanted for it. Bob figured he could really blow the rancher's mind.,roc
1299,"Ike was playing Twister with his little brother. He thought since his brother was shorter, he'd definitely win! But Ike was surprised as they played.",roc
1300,"I'm doin' th' sayin' of what goes on, on my own property.",mnli
1301,"Dawson had studied hard for his math test. He thought he had done well. When his teacher handed it back, he saw he had failed it!",roc
1302,"By bringing disgrace upon our name!' Again I didn't hear what he said, but she went on: 'Nothing that you can say will make any difference.",mnli
1303,"Oh, I know who he was, said Sir James easily.",mnli
1304,"The players, main and line referees, and the audience members in the first five rows had to wear surgical masks during the game, and each unsuitable or already used puck would be disposed in special bio-hazard waste containers commissioned by the Federation for specifically this purpose, and designed and produced by the Beoning company.",mnli
1305,"Yes, but there's no one left to sleuth.",mnli
1306,Gary went into the hotel with his wife. They tried to book a hotel. The front desk worker took a while to book a room.,roc
1307,Rachel was making breakfast. She had eggs cooking on the skillet. For a moment she went to cut some fruit.,roc
1308,Heather was walking in the parking lot of a store and found a wallet. She looked inside and realized there was a few hundred dollars there.,roc
1309,Mary listens to her music way too loud. It really bothers her roommates. Her roommates asked her the other day to turn her music down.,roc
1310,Suzy wanted to get her friends together. She had a taco night. They all had fun. But all the sudden the power went out.,roc
1311,And don't you forget I've got you covered every inch of the way.,mnli
1312,I went to work with a jacket on due to cold weather. My boss informed me that I couldn't have a jacket with a hood.,roc
1313,Rachel was feeling lots of pressure. She was at her gymnastics meet and was nervous about how she would do. It was her turn to get on the mat.,roc
1314,Candace saw Cindy wearing some beautiful shoes. She went to the mall to find the same exact pair. Candace searched for over two hours and finally found the shoes.,roc
1315,"Janet went to a local pizza shop. Since it was her first time there, she order a plain pizza. The server placed mushrooms and pepperoni on it.",roc
1316,"Nay, he will come to us when the time is right, said Jon.",mnli
1317,"Joan decided to throw a Halloween party. She thought of many great costumes, but couldn't decide which to wear. She decided to be a witch. She picked her costume carefully.",roc
1318,Sam drove hard and fast. He was going up the interstate on day really fast. He wasn't paying attention and zoomed past a police office.,roc
1319,My niece had a child at 18. Her father did not provide child support. He claimed he was having trouble finding work.,roc
1320,"I did so, and felt something bitty and sticky shoved down my throat.",mnli
1321,"The only way to break a stalemate,' White said, 'is with a bold move.'",mnli
1322,Jack had been going steady with his girlfriend. His old flame was in town. Jack agrees to hangout with his old flame. His ex put the moves on him.,roc
1323,"You're late, he said, keeping his eyes on the table in front of him.",mnli
1324,Lisa needed surgery on her right knee. She was afraid they'd operate on the wrong one. She wrote right on her right knee. She wrote wrong on the left.,roc
1325,"Somebody handed me a microphone, and I stood on the edge of the stage; looking down over the precipice, staring at all of the scruffy young people below.",mnli
1326,"What he seeks to attain we do not know probably supreme power for himself, of a kind unique in history.",mnli
1327,Jessie was on her way to work. She spilt coffee on her outfit before walking out the door. Jessie went and changed her clothes. She got to work late.,roc
1328,"He listened for any sign of detection, a cry of alarm or a shout of new orders, but nothing came.",mnli
1329,Darren was hungry so he walked to a vending machine. He put in four quarters to buy some chips.,roc
1330,Tim was very political. He decided to take part in a big protest. It was cracked down on by the cops. Tim was tear gassed and arrested.,roc
1331,"I mean, I am not on that man's side,' I said firmly.",mnli
1332,"Out of the whole office, Jamie was the biggest talker. He would spend much longer on the phones than anyone else.",roc
1333,"There he sent up his name, and the message that it was urgent.",mnli
1334,"Karen wanted to wear a bikini by summer. She vowed to lose twenty pounds. She cut out sweets and sodas. It was hard, but worth it.",roc
1335,I had a lot of pictures from my wedding on a CD. I went to the store to have prints made.,roc
1336,His head was bald and he had painted a band of scarlet across his eyes.,mnli
1337,Maya was always being a poor sport while playing games. Maya never played fair with anyone. One day Maya played charades with friends. Maya did not guess the right answer.,roc
1338,"I was having difficulty reaching my work goal. No matter how hard I tried, there just wasn't much to do. I worked late into the night.",roc
1339,"You didn't give me long to work, J,' She said, scratching her head.",mnli
1340,"Vice-president Kenzo (Gonzo was good, but definitely too harsh, and this was not the image he was aiming for) quickly established himself at the new company by hiring Maurycy, who wrote for him all of the more important documents, and those less important, too, including shopping lists for subvacuum-modified jewelry.",mnli
1341,Boris loved video games. He played video games everyday for hours. His older brother bought him a new game for his birthday. Boris was elated when he received his gift.,roc
1342,Jane was pregnant and taking a shower. She was trying to lean over to get a bottle of soap. Suddenly she lost her balance and slipped.,roc
1343,"Union troops stationed here? He had unconsciously tensed, his body responding nerve and muscle to past training and alarms.",mnli
1344,Lynn favorite cousin was staying over. Her cousin was tall and pretty. Lynn wanted to be just like her cousin. She copied everything her cousin did or said.,roc
1345,"Well, my friend, I saw there was just one chance.",mnli
1346,"Mr. Cavendish, I have some important business in Tadminster.",mnli
1347,And we can't even supply labor beyond those you see here.,mnli
1348,Mark entered his work in the art fair. The judges chose one piece to display in the main tent. It attracted a big crowd.,roc
1349,It would give him four good shots before he had to spend any significant time reloading.,mnli
1350,They carried crude pikes and knives in their belts.,mnli
1351,"We came to the dead bodies, and White stripped away their weapons.",mnli
1352,"The other armored man stabbed hard, piercing the demon and pinning it to one of the other black stones.",mnli
1353,"Tessa was just waking up in her bed. She felt sick to her stomach because it was so hot. Desperate to escape the heat, she ran to the shower.",roc
1354,"Well, I have a fancy for having it analysed again, that is all. And not another word on the subject could I drag out of him.",mnli
1355,"But the great point is, is there a 'Rita'",mnli
1356,"Lola and Adam wanted to show off at their wedding. Neither knew how to dance, so they signed up for lessons.",roc
1357,Lloyd sneezed again as he waited for the doctor to call his name. The girl next to him offered him a tissue as she was called in next.,roc
1358,I had not had any sleep for 3 days due to being worried. I laid down on my bed and closed my eyes.,roc
1359,"With only his upper lip exposed, it was difficult to look at.",mnli
1360,"Last Tuesday I had quite the adventure! Like most Tuesdays, this Tuesday morning was devoted to errands. As I went throughout the day, it seemed people were cheering me on.",roc
1361,"Separating, at least until when the body stops causing you grief.",mnli
1362,"Now and then she nodded, and sometimes she'd shake her head, as though she were answering questions.",mnli
1363,I'd say they warn't even talkin' by th' time they pulled up here.,mnli
1364,"She put off her project until the early hours of the morning as being safer, since the servants were accustomed to hearing her move about her room at that time.",mnli
1365,Teddy had a nightmare. He woke up and couldn't go back to sleep. Teddy crept into his parents bedroom. He climbed into bed with them.,roc
1366,"Unfortunately we work together, he in stocks, me in funds.",mnli
1367,I went on a special trip when I was younger. I had to raise my own money to go. I baked some brownies and sold them to raise money.,roc
1368,"In Skoptland I came in seventh, but ahead of even Peter King himself.",mnli
1369,"John was taking a trip. He needed a new suitcase. He got one with hard sides and wheels that rotated. When he got to the airport, the suitcase fell apart!",roc
1370,"When I was little, I loved jigsaw puzzles. One day, I got a massive 10,000 piece puzzle to work on.",roc
1371,Tim was working on a project in his math class. He was extremely tired after a long night of homework.,roc
1372,"They're mean, they're fast, and they can pick locks.",mnli
1373,Joe loaded his large bag into his truck. He had a paper route. He needed to deliver 300 papers before the morning was over.,roc
1374,Mary was afraid of flying. Mary's sister invited her to attend her wedding in France. Mary decided her sister was worth facing her paralyzing fear.,roc
1375,Rachel wanted to attend the movies with her friend Greg. He promised to go with her last weekend. Greg failed to show up at the movies.,roc
1376,"But what I've seen of it, were you jus' able to run off th' bandidos an' git th' Apaches offen it for good why, it might be a right respectable sorta territory.",mnli
1377,I slept soundly that night though I couldn't move at all the next day because of my back on that table.,mnli
1378,Susie was not feeling well. She suspected she may be pregnant. But she did not want to be too confident so she took a test.,roc
1379,Kelley went to a concert on Friday. When the performer started they were terrible. Kelley wanted to block her ears. She thought it was the worst.,roc
1380,I worked in a warehouse in 1975. The building had a flood one day. Only one section of the warehouse was affected.,roc
1381,Billy wanted a guitar that was on display at the music shop. But Billy couldn't afford the guitar. Billy asked for a job at the music shop.,roc
1382,There stood the dark monolith of the Salmon Corporation skyscraper.,mnli
1383,The pilot took us a little further up- so I could be reminded that this Field went on forever.,mnli
1384,Jon let this sink in before he continued.,mnli
1385,"Joanna brought her lunch at school. She was very ashamed because he mom had made it. When her friends saw it was healthy food, they laughed.",roc
1386,"Yes, but, the cup being completely smashed, there is no possibility of analyzing its contents. 75 This concluded Dr.",mnli
1387,"Anna was playing football in gym class. She ran to catch the ball. But it struck her in the nose, hard! Anna's nose ended up being broken!",roc
1388,He saw the hurt in the man's eyes but he had to talk to the Swords alone.,mnli
1389,Jeff was a very hard worker. He was in line for a promotion at his work. It was between Him and another man. Jeff is called into his boss's office.,roc
1390,"Zach had practiced for weeks. He was the star of the school musical. He wanted to make a good impression. On opening night, he nailed it.",roc
1391,Obviously somebody must have crept up behind him as he listened and struck him down with a blow on the head.,mnli
1392,"Soren ran through the airport, pulling her bags behind her. The female voice above her announced final boarding to Soren's fligh.",roc
1393,"Jasmine redid her dining room. She bought a huge, beautiful rug for under the table. She was excited to host Thanksgiving so her friends could see.",roc
1394,I must try and get hold of Tuppence before Jane escapes.,mnli
1395,"Jo was playing poker with his friends. Then he encountered a problematic situation. He had to go all in or quit! Jo went all in, with misgivings.",roc
1396,The sales team was told to be on a conference call Friday morning. Candace had thought the team was in trouble for poor sales.,roc
1397,The large man stepped forward and picked her up in a hug.,mnli
1398,"My husband spent the morning writing a song. He really liked how it was progressing. Every time he played through it, he would change some part of it.",roc
1399,Kate and her friend Liz were planning a trip. They weren't sure where they wanted to go. Jule had a friend who suggested they go to Las Vegas.,roc
1400,He gives the name of Mr. Julius P.,mnli
1401,"And, then, there was that rather over-vehement hatred of hers!",mnli
1402,He didn't think Vrenna was a spy for the north but very few knew how to block someone like Susan.,mnli
1403,I used to sell books on eBay. I would try to sell larger lots. One day I sold 21 books. The buyer claimed two books were missing.,roc
1404,"The cook, more leisurely, was still busy in the kitchen and, if she missed the other, would only suppose her to be turning down the beds.",mnli
1405,"I need to use the bathroom first,' I shot back, quickly darting out of sight.",mnli
1406,He looked down at the tattoos that crossed the large man's chest.,mnli
1407,"Ben wanted to go to an overnight camp. One summer, he got the chance to go to camp for three weeks. Ben did not know anyone at the camp.",roc
1408,My brother Lawrence is convinced that we are making a fuss over nothing.,mnli
1409,Tom was excited for his first day of high school. But he did not know that freshman were bullied! He was abused and mocked all day!,roc
1410,"Can't believe it ... how they came back to you, he marveled.",mnli
1411,One day Grandma noticed the dryer wasn't drying the clothes properly. She called the repair man and told him what was going on.,roc
1412,He tried to put it out of his mind as he drew Nema to him.,mnli
1413,Celia was playing in her mother's makeup. The makeup was very expensive. Celia wasted a lot of the makeup.,roc
1414,"Matt didn't feel like going to work one day. So he told his boss he was sick. Instead, he spent his time on Facebook and Youtube.",roc
1415,Thought you'd come by this train if you weren't out when my wire arrived. Tommy grasped him by the arm.,mnli
1416,"Everyday for a month we had bad food for lunch at school. However, starting next month we were promised Pizza. We were all excited.",roc
1417,He saw himself kill the family that had taken her in.,mnli
1418,He grabbed the villager's wrist and Ca'daan heard the crack of bone.,mnli
1419,"One of my friends in high school got suspended for fighting. I couldn't blame him, the guy he fought was a real big jerk.",roc
1420,"In other words, Waldemar Szary had a massive hangover.",mnli
1421,I began to find myself in the same circle that I was in before.,mnli
1422,Andrew was warned by his father to always wear condoms. Andrew did not listen to his father. When Andrew was fourteen he got a girl pregnant.,roc
1423,"Then I wonder how they twigged me. Mr. Carter looked inquiringly at him, and Tommy explained.",mnli
1424,If I can produce the papers you give me my life and liberty in exchange.,mnli
1425,Yesterday I got out of bed and went to work. I really don't enjoy going but the bills need paid. My day at work was productive and went by fast.,roc
1426,Josh was trying to get home. He got stuck in traffic. People were honking their horns and rubbernecking. It took Joe an hour to get home.,roc
1427,"Before he arrived Tuppence had handed the driver five shillings, and she and Jane had merged themselves in the crowd.",mnli
1428,I used to drive this old Mazda RZ7. It was not worth much but it was fun to drive.,roc
1429,Martha's older dog was unruly and loud. It barked all day and night and used the bathroom in the house.,roc
1430,My former coworker M is going to a union meeting today. The meeting starts at 6 PM. She and her coworkers went to a bar and restaurant.,roc
1431,"What is your remarkable little friend doing? asked a voice behind me, and I turned to find Mary Cavendish at my elbow.",mnli
1432,Do we know if it still rages or will the bandits now be on the move?I don't know.,mnli
1433,"Great! Tell him I need some help back here, said Adrin.",mnli
1434,Susie wanted to relax. It was a long day at work. She popped in the Christmas album. She relaxed so much she fell asleep.,roc
1435,"She flung herself down on the ground beside John, and as I handed her a plate of sandwiches she smiled up at me.",mnli
1436,Hanson stared up at the overseer who was staring back at him.,mnli
1437,"As a result of further meditations, however, she turned aside from the direct route and entered a post office.",mnli
1438,"Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the man to stop.",roc
1439,"He roused suddenly, his hand flashing under his head before he returned to full consciousness, fingers tightening on the Colt he had placed there.",mnli
1440,"YOU NEED TO COME TO THE CAVES, she spoke.",mnli
1441,Laura adored a lot of celebrities and wanted to meet one! I told her that it was very rare to meet one but she didn't care.,roc
1442,Paul and his class were learning how to play chess. But Paul ended up learning how to play very quickly.,roc
1443,Selena watched a scary movie in her room. It was night and she was alone in her house. She was in complete suspense as she stared at her TV.,roc
1444,"He fumed with impatience, but he stood his ground.",mnli
1445,"It seemed to be the general law, but for all he knew, ignorance of the law here might change the law.",mnli
1446,"He passed a village, but it had been looted, and he skirted around it rather than stare at the ghastly ghoul-work of the looters.",mnli
1447,"Ethan jumped on his bike, heading for Gamestop. The change jingled in his pocket as he neared the end of the block.",roc
1448,"Hunt didn't take sides during the war, but he did have Southern sympathies in part.",mnli
1449,"They had taken a pleasure slave, given her a club, and sent her in against me.",mnli
1450,I had to give a speech for my communications class. I was very nervous to speak in public. I practiced my speech over and over again the night before.,roc
1451,"Primary microchip-boards had been destroyed, but there were plenty of secondary systems to rewire.",mnli
1452,"I think perhaps you're misunderstanding the meaning of not stop,' I replied calmly.",mnli
